分拣中心,日期,预测货量,预测货量(取整)
SC23,2024/4/27,3778.365781,3778
SC23,2024/4/28,3777.704584,3777
SC23,2024/4/29,3777.116927,3777
SC23,2024/4/30,3776.594147,3776
SC23,2024/5/1,3776.129132,3776
SC23,2024/5/2,3775.715884,3775
SC23,2024/5/3,3775.348404,3775
SC23,2024/5/4,3775.021583,3775
SC23,2024/5/5,3774.730532,3774
SC23,2024/5/6,3774.471696,3774
SC23,2024/5/7,3774.241744,3774
SC23,2024/5/8,3774.037119,3774
SC23,2024/5/9,3773.854935,3773
SC23,2024/5/10,3773.69319,3773
SC23,2024/5/11,3773.54922,3773
SC16,2024/4/12,2439.464002,2439
SC16,2024/4/13,2528.549654,2528
SC16,2024/4/14,2598.619359,2598
SC16,2024/4/15,2653.794495,2653
SC16,2024/4/16,2697.272775,2697
SC16,2024/4/17,2731.549811,2731
SC16,2024/4/18,2758.581116,2758
SC16,2024/4/19,2779.902977,2779
SC16,2024/4/20,2796.723326,2796
SC16,2024/4/21,2809.994169,2809
SC16,2024/4/22,2820.464661,2820
SC16,2024/4/23,2828.726403,2828
SC16,2024/4/24,2835.24558,2835
SC16,2024/4/25,2840.389729,2840
SC16,2024/4/26,2844.448954,2844
SC16,2024/4/27,2847.652318,2847
SC16,2024/4/28,2850.180256,2850
SC16,2024/4/29,2852.174857,2852
SC16,2024/4/30,2853.748936,2853
SC16,2024/5/1,2854.990861,2854
SC16,2024/5/2,2855.970932,2855
SC16,2024/5/3,2856.744356,2856
SC16,2024/5/4,2857.354852,2857
SC16,2024/5/5,2857.836505,2857
SC16,2024/5/6,2858.216826,2858
SC16,2024/5/7,2858.516933,2858
SC16,2024/5/8,2858.753591,2858
SC16,2024/5/9,2858.940232,2858
SC16,2024/5/10,2859.087692,2859
SC16,2024/5/11,2859.204029,2859
SC36,2024/4/12,771.0650483,771
SC36,2024/4/13,759.1266848,759
SC36,2024/4/14,750.6722478,750
SC36,2024/4/15,744.6660882,744
SC36,2024/4/16,740.3899809,740
SC36,2024/4/17,737.3409059,737
SC36,2024/4/18,735.1643603,735
SC36,2024/4/19,733.6095406,733
SC36,2024/4/20,732.4981861,732
SC36,2024/4/21,731.7035155,731
SC36,2024/4/22,731.1351534,731
SC36,2024/4/23,730.7285652,730
SC36,2024/4/24,730.437722,730
SC36,2024/4/25,730.2295828,730
SC36,2024/4/26,730.0805947,730
SC36,2024/4/27,729.9740015,729
SC36,2024/4/28,729.8977578,729
SC36,2024/4/29,729.8431827,729
SC36,2024/4/30,729.8041524,729
SC36,2024/5/1,729.7761582,729
SC36,2024/5/2,729.756172,729
SC36,2024/5/3,729.7417712,729
SC36,2024/5/4,729.7314752,729
SC36,2024/5/5,729.7241402,729
SC36,2024/5/6,729.7188913,729
SC36,2024/5/7,729.7151902,729
SC36,2024/5/8,729.7124984,729
SC36,2024/5/9,729.7106142,729
SC36,2024/5/10,729.709201,729
SC36,2024/5/11,729.7082589,729
SC57,2024/4/12,9365.958579,9365
SC57,2024/4/13,9950.925064,9950
SC57,2024/4/14,10436.97696,10436
SC57,2024/4/15,10844.33255,10844
SC57,2024/4/16,11187.01832,11187
SC57,2024/4/17,11475.55223,11475
SC57,2024/4/18,11718.29539,11718
SC57,2024/4/19,11922.16359,11922
SC57,2024/4/20,12093.01243,12093
SC57,2024/4/21,12235.86183,12235
SC57,2024/4/22,12355.03019,12355
SC57,2024/4/23,12454.23562,12454
SC57,2024/4/24,12536.66419,12536
SC57,2024/4/25,12605.03738,12605
SC57,2024/4/26,12661.66798,12661
SC57,2024/4/27,12708.51352,12708
SC57,2024/4/28,12747.22134,12747
SC57,2024/4/29,12779.17738,12779
SC57,2024/4/30,12805.53842,12805
SC57,2024/5/1,12827.26928,12827
SC57,2024/5/2,12845.17499,12845
SC57,2024/5/3,12859.92023,12859
SC57,2024/5/4,12872.05954,12872
SC57,2024/5/5,12882.05051,12882
SC57,2024/5/6,12890.27045,12890
SC57,2024/5/7,12897.03192,12897
SC57,2024/5/8,12902.59318,12902
SC57,2024/5/9,12907.16636,12907
SC57,2024/5/10,12910.92674,12910
SC57,2024/5/11,12914.01819,12914
SC2,2024/4/12,8793.134815,8793
SC2,2024/4/13,8982.893811,8982
SC2,2024/4/14,9168.139133,9168
SC2,2024/4/15,9347.813359,9347
SC2,2024/4/16,9520.966059,9520
SC2,2024/4/17,9686.77479,9686
SC2,2024/4/18,9844.565353,9844
SC2,2024/4/19,9993.815034,9993
SC2,2024/4/20,10134.16086,10134
SC2,2024/4/21,10265.39335,10265
SC2,2024/4/22,10387.447,10387
SC2,2024/4/23,10500.38882,10500
SC2,2024/4/24,10604.40228,10604
SC2,2024/4/25,10699.76736,10699
SC2,2024/4/26,10786.84155,10786
SC2,2024/4/27,10866.04231,10866
SC2,2024/4/28,10937.82711,10937
SC2,2024/4/29,11002.68091,11002
SC2,2024/4/30,11061.10267,11061
SC2,2024/5/1,11113.58987,11113
SC2,2024/5/2,11160.62996,11160
SC2,2024/5/3,11202.69791,11202
SC2,2024/5/4,11240.24469,11240
SC2,2024/5/5,11273.69876,11273
SC2,2024/5/6,11303.45761,11303
SC2,2024/5/7,11329.89269,11329
SC2,2024/5/8,11353.34699,11353
SC2,2024/5/9,11374.13248,11374
SC2,2024/5/10,11392.53365,11392
SC2,2024/5/11,11408.81047,11408
SC12,2024/4/12,4331.061526,4331
SC12,2024/4/13,4526.430946,4526
SC12,2024/4/14,4661.945117,4661
SC12,2024/4/15,4756.021225,4756
SC12,2024/4/16,4821.365563,4821
SC12,2024/4/17,4866.768371,4866
SC12,2024/4/18,4898.321323,4898
SC12,2024/4/19,4920.25274,4920
SC12,2024/4/20,4935.498309,4935
SC12,2024/4/21,4946.096906,4946
SC12,2024/4/22,4953.464681,4953
SC12,2024/4/23,4958.587412,4958
SC12,2024/4/24,4962.148528,4962
SC12,2024/4/25,4964.62469,4964
SC12,2024/4/26,4966.346492,4966
SC12,2024/4/27,4967.542948,4967
SC12,2024/4/28,4968.375147,4968
SC12,2024/4/29,4968.95399,4968
SC12,2024/4/30,4969.356415,4969
SC12,2024/5/1,4969.635919,4969
SC12,2024/5/2,4969.83067,4969
SC12,2024/5/3,4969.965914,4969
SC12,2024/5/4,4970.060284,4970
SC12,2024/5/5,4970.125802,4970
SC12,2024/5/6,4970.170883,4970
SC12,2024/5/7,4970.202139,4970
SC12,2024/5/8,4970.223778,4970
SC12,2024/5/9,4970.239406,4970
SC12,2024/5/10,4970.250226,4970
SC12,2024/5/11,4970.257439,4970
SC18,2024/4/12,6186.719076,6186
SC18,2024/4/13,6252.233521,6252
SC18,2024/4/14,6307.387832,6307
SC18,2024/4/15,6353.768468,6353
SC18,2024/4/16,6392.733075,6392
SC18,2024/4/17,6425.440808,6425
SC18,2024/4/18,6452.877177,6452
SC18,2024/4/19,6475.877553,6475
SC18,2024/4/20,6495.150145,6495
SC18,2024/4/21,6511.29203,6511
SC18,2024/4/22,6524.806514,6524
SC18,2024/4/23,6536.118095,6536
SC18,2024/4/24,6545.583416,6545
SC18,2024/4/25,6553.502752,6553
SC18,2024/4/26,6560.126687,6560
SC18,2024/4/27,6565.666536,6565
SC18,2024/4/28,6570.298882,6570
SC18,2024/4/29,6574.171994,6574
SC18,2024/4/30,6577.410363,6577
SC18,2024/5/1,6580.117641,6580
SC18,2024/5/2,6582.380919,6582
SC18,2024/5/3,6584.272327,6584
SC18,2024/5/4,6585.853309,6585
SC18,2024/5/5,6587.175157,6587
SC18,2024/5/6,6588.279547,6588
SC18,2024/5/7,6589.203345,6589
SC18,2024/5/8,6589.974601,6589
SC18,2024/5/9,6590.619763,6590
SC18,2024/5/10,6591.158868,6591
SC18,2024/5/11,6591.60928,6591
SC19,2024/4/12,7587.554523,7587
SC19,2024/4/13,7871.49161,7871
SC19,2024/4/14,8084.592569,8084
SC19,2024/4/15,8244.247093,8244
SC19,2024/4/16,8363.684606,8363
SC19,2024/4/17,8452.932441,8452
SC19,2024/4/18,8519.55994,8519
SC19,2024/4/19,8569.265227,8569
SC19,2024/4/20,8606.325927,8606
SC19,2024/4/21,8633.948,8633
SC19,2024/4/22,8654.528179,8654
SC19,2024/4/23,8669.857727,8669
SC19,2024/4/24,8681.274932,8681
SC19,2024/4/25,8689.776983,8689
SC19,2024/4/26,8696.107659,8696
SC19,2024/4/27,8700.820524,8700
SC19,2024/4/28,8704.329543,8704
SC19,2024/4/29,8706.942284,8706
SC19,2024/4/30,8708.88701,8708
SC19,2024/5/1,8710.334593,8710
SC19,2024/5/2,8711.412704,8711
SC19,2024/5/3,8712.214839,8712
SC19,2024/5/4,8712.811927,8712
SC19,2024/5/5,8713.256196,8713
SC19,2024/5/6,8713.58698,8713
SC19,2024/5/7,8713.833295,8713
SC19,2024/5/8,8714.016741,8714
SC19,2024/5/9,8714.153117,8714
SC19,2024/5/10,8714.254673,8714
SC19,2024/5/11,8714.330438,8714
SC58,2024/4/12,834.169592,834
SC58,2024/4/13,839.5455882,839
SC58,2024/4/14,842.6923677,842
SC58,2024/4/15,844.5324902,844
SC58,2024/4/16,845.6078976,845
SC58,2024/4/17,846.2361531,846
SC58,2024/4/18,846.603089,846
SC58,2024/4/19,846.817415,846
SC58,2024/4/20,846.9425724,846
SC58,2024/4/21,847.0156502,847
SC58,2024/4/22,847.0583013,847
SC58,2024/4/23,847.0831959,847
SC58,2024/4/24,847.0977699,847
SC58,2024/4/25,847.1062465,847
SC58,2024/4/26,847.1112136,847
SC58,2024/4/27,847.1141581,847
SC58,2024/4/28,847.1158237,847
SC58,2024/4/29,847.1168052,847
SC58,2024/4/30,847.1173703,847
SC58,2024/5/1,847.1177272,847
SC58,2024/5/2,847.1179354,847
SC58,2024/5/3,847.1180246,847
SC58,2024/5/4,847.1180841,847
SC58,2024/5/5,847.1180841,847
SC58,2024/5/6,847.1180841,847
SC58,2024/5/7,847.1180841,847
SC58,2024/5/8,847.1180841,847
SC58,2024/5/9,847.1180841,847
SC58,2024/5/10,847.1180841,847
SC58,2024/5/11,847.1180841,847
SC27,2024/4/12,3908.956733,3908
SC27,2024/4/13,3908.917046,3908
SC27,2024/4/14,3908.880682,3908
SC27,2024/4/15,3908.847344,3908
SC27,2024/4/16,3908.816735,3908
SC27,2024/4/17,3908.788705,3908
SC27,2024/4/18,3908.762958,3908
SC27,2024/4/19,3908.739393,3908
SC27,2024/4/20,3908.717813,3908
SC27,2024/4/21,3908.698019,3908
SC27,2024/4/22,3908.679911,3908
SC27,2024/4/23,3908.663342,3908
SC27,2024/4/24,3908.648161,3908
SC27,2024/4/25,3908.63427,3908
SC27,2024/4/26,3908.621471,3908
SC27,2024/4/27,3908.609763,3908
SC27,2024/4/28,3908.598998,3908
SC27,2024/4/29,3908.589076,3908
SC27,2024/4/30,3908.580047,3908
SC27,2024/5/1,3908.571812,3908
SC27,2024/5/2,3908.564172,3908
SC27,2024/5/3,3908.557177,3908
SC27,2024/5/4,3908.550777,3908
SC27,2024/5/5,3908.544973,3908
SC27,2024/5/6,3908.539615,3908
SC27,2024/5/7,3908.534704,3908
SC27,2024/5/8,3908.53014,3908
SC27,2024/5/9,3908.526072,3908
SC27,2024/5/10,3908.522301,3908
SC27,2024/5/11,3908.518829,3908
SC1,2024/4/12,46096.33257,46096
SC1,2024/4/13,46443.93145,46443
SC1,2024/4/14,46753.89763,46753
SC1,2024/4/15,47029.99898,47029
SC1,2024/4/16,47275.68654,47275
SC1,2024/4/17,47494.11148,47494
SC1,2024/4/18,47688.13479,47688
SC1,2024/4/19,47860.34897,47860
SC1,2024/4/20,48013.1023,48013
SC1,2024/4/21,48148.51329,48148
SC1,2024/4/22,48268.48522,48268
SC1,2024/4/23,48374.72306,48374
SC1,2024/4/24,48468.76008,48468
SC1,2024/4/25,48551.96026,48551
SC1,2024/4/26,48625.5473,48625
SC1,2024/4/27,48690.61432,48690
SC1,2024/4/28,48748.1311,48748
SC1,2024/4/29,48798.961,48798
SC1,2024/4/30,48843.87067,48843
SC1,2024/5/1,48883.54209,48883
SC1,2024/5/2,48918.58227,48918
SC1,2024/5/3,48949.52326,48949
SC1,2024/5/4,48976.84633,48976
SC1,2024/5/5,49000.96744,49000
SC1,2024/5/6,49022.25903,49022
SC1,2024/5/7,49041.05482,49041
SC1,2024/5/8,49057.64262,49057
SC1,2024/5/9,49072.28361,49072
SC1,2024/5/10,49085.20511,49085
SC1,2024/5/11,49096.60544,49096
SC46,2024/4/12,3094.200871,3094
SC46,2024/4/13,3090.611337,3090
SC46,2024/4/14,3087.219334,3087
SC46,2024/4/15,3084.014381,3084
SC46,2024/4/16,3080.986,3080
SC46,2024/4/17,3078.125615,3078
SC46,2024/4/18,3075.423382,3075
SC46,2024/4/19,3072.871043,3072
SC46,2024/4/20,3070.460342,3070
SC46,2024/4/21,3068.183022,3068
SC46,2024/4/22,3066.032097,3066
SC46,2024/4/23,3064.001214,3064
SC46,2024/4/24,3062.083387,3062
SC46,2024/4/25,3060.272265,3060
SC46,2024/4/26,3058.562132,3058
SC46,2024/4/27,3056.94727,3056
SC46,2024/4/28,3055.4226,3055
SC46,2024/4/29,3053.982721,3053
SC46,2024/4/30,3052.623507,3052
SC46,2024/5/1,3051.340509,3051
SC46,2024/5/2,3050.128649,3050
SC46,2024/5/3,3048.984749,3048
SC46,2024/5/4,3047.904681,3047
SC46,2024/5/5,3046.88527,3046
SC46,2024/5/6,3045.922705,3045
SC46,2024/5/7,3045.014444,3045
SC46,2024/5/8,3044.156996,3044
SC46,2024/5/9,3043.347501,3043
SC46,2024/5/10,3042.583419,3042
SC46,2024/5/11,3041.862209,3041
SC34,2024/4/12,9886.823616,9886
SC34,2024/4/13,10223.12919,10223
SC34,2024/4/14,10533.56687,10533
SC34,2024/4/15,10815.93956,10815
SC34,2024/4/16,11069.22458,11069
SC34,2024/4/17,11293.4849,11293
SC34,2024/4/18,11489.69823,11489
SC34,2024/4/19,11659.543,11659
SC34,2024/4/20,11805.17096,11805
SC34,2024/4/21,11928.99934,11928
SC34,2024/4/22,12033.53353,12033
SC34,2024/4/23,12121.23548,12121
SC34,2024/4/24,12194.43045,12194
SC34,2024/4/25,12255.24619,12255
SC34,2024/4/26,12305.58805,12305
SC34,2024/4/27,12347.13238,12347
SC34,2024/4/28,12381.32819,12381
SC34,2024/4/29,12409.4141,12409
SC34,2024/4/30,12432.44238,12432
SC34,2024/5/1,12451.2947,12451
SC34,2024/5/2,12466.71149,12466
SC34,2024/5/3,12479.30731,12479
SC34,2024/5/4,12489.58572,12489
SC34,2024/5/5,12497.97203,12497
SC34,2024/5/6,12504.80953,12504
SC34,2024/5/7,12510.38232,12510
SC34,2024/5/8,12514.92354,12514
SC34,2024/5/9,12518.62162,12518
SC34,2024/5/10,12521.63308,12521
SC34,2024/5/11,12524.08384,12524
SC14,2024/4/12,1685.636593,1685
SC14,2024/4/13,1615.217437,1615
SC14,2024/4/14,1567.013267,1567
SC14,2024/4/15,1533.535431,1533
SC14,2024/4/16,1510.071559,1510
SC14,2024/4/17,1493.527847,1493
SC14,2024/4/18,1481.816831,1481
SC14,2024/4/19,1473.504209,1473
SC14,2024/4/20,1467.59278,1467
SC14,2024/4/21,1463.383409,1463
SC14,2024/4/22,1460.383292,1460
SC14,2024/4/23,1458.243668,1458
SC14,2024/4/24,1456.717079,1456
SC14,2024/4/25,1455.627405,1455
SC14,2024/4/26,1454.849501,1454
SC14,2024/4/27,1454.294096,1454
SC14,2024/4/28,1453.897497,1453
SC14,2024/4/29,1453.614261,1453
SC14,2024/4/30,1453.411937,1453
SC14,2024/5/1,1453.267459,1453
SC14,2024/5/2,1453.164261,1453
SC14,2024/5/3,1453.090561,1453
SC14,2024/5/4,1453.037905,1453
SC14,2024/5/5,1453.000294,1453
SC14,2024/5/6,1452.973406,1452
SC14,2024/5/7,1452.954196,1452
SC14,2024/5/8,1452.940519,1452
SC14,2024/5/9,1452.930728,1452
SC14,2024/5/10,1452.923672,1452
SC14,2024/5/11,1452.918636,1452
SC51,2024/4/12,11356.06063,11356
SC51,2024/4/13,11425.51849,11425
SC51,2024/4/14,11487.33731,11487
SC51,2024/4/15,11542.36603,11542
SC51,2024/4/16,11591.35558,11591
SC51,2024/4/17,11634.97247,11634
SC51,2024/4/18,11673.80644,11673
SC51,2024/4/19,11708.38251,11708
SC51,2024/4/20,11739.16761,11739
SC51,2024/4/21,11766.57661,11766
SC51,2024/4/22,11790.9789,11790
SC51,2024/4/23,11812.70448,11812
SC51,2024/4/24,11832.04541,11832
SC51,2024/4/25,11849.26346,11849
SC51,2024/4/26,11864.59057,11864
SC51,2024/4/27,11878.23392,11878
SC51,2024/4/28,11890.37847,11890
SC51,2024/4/29,11901.18795,11901
SC51,2024/4/30,11910.8099,11910
SC51,2024/5/1,11919.3737,11919
SC51,2024/5/2,11926.99607,11926
SC51,2024/5/3,11933.7801,11933
SC51,2024/5/4,11939.81776,11939
SC51,2024/5/5,11945.19142,11945
SC51,2024/5/6,11949.97284,11949
SC51,2024/5/7,11954.22922,11954
SC51,2024/5/8,11958.01614,11958
SC51,2024/5/9,11961.38668,11961
SC51,2024/5/10,11964.38581,11964
SC51,2024/5/11,11967.05444,11967
SC26,2024/4/12,4511.395792,4511
SC26,2024/4/13,4531.899211,4531
SC26,2024/4/14,4544.113623,4544
SC26,2024/4/15,4551.387188,4551
SC26,2024/4/16,4555.717489,4555
SC26,2024/4/17,4558.295259,4558
SC26,2024/4/18,4559.8297,4559
SC26,2024/4/19,4560.742932,4560
SC26,2024/4/20,4561.286344,4561
SC26,2024/4/21,4561.609811,4561
SC26,2024/4/22,4561.802331,4561
SC26,2024/4/23,4561.9169,4561
SC26,2024/4/24,4561.985116,4561
SC26,2024/4/25,4562.025829,4562
SC26,2024/4/26,4562.050088,4562
SC26,2024/4/27,4562.06438,4562
SC26,2024/4/28,4562.073032,4562
SC26,2024/4/29,4562.077977,4562
SC26,2024/4/30,4562.08099,4562
SC26,2024/5/1,4562.082766,4562
SC26,2024/5/2,4562.083925,4562
SC26,2024/5/3,4562.084543,4562
SC26,2024/5/4,4562.084852,4562
SC26,2024/5/5,4562.085161,4562
SC26,2024/5/6,4562.085316,4562
SC26,2024/5/7,4562.085316,4562
SC26,2024/5/8,4562.085316,4562
SC26,2024/5/9,4562.085316,4562
SC26,2024/5/10,4562.085316,4562
SC26,2024/5/11,4562.085316,4562
SC32,2024/4/12,2878.670272,2878
SC32,2024/4/13,2944.51559,2944
SC32,2024/4/14,2991.998289,2991
SC32,2024/4/15,3026.062233,3026
SC32,2024/4/16,3050.407514,3050
SC32,2024/4/17,3067.759155,3067
SC32,2024/4/18,3080.102062,3080
SC32,2024/4/19,3088.869433,3088
SC32,2024/4/20,3095.091088,3095
SC32,2024/4/21,3099.502972,3099
SC32,2024/4/22,3102.629479,3102
SC32,2024/4/23,3104.844399,3104
SC32,2024/4/24,3106.413406,3106
SC32,2024/4/25,3107.52466,3107
SC32,2024/4/26,3108.31144,3108
SC32,2024/4/27,3108.868584,3108
SC32,2024/4/28,3109.263112,3109
SC32,2024/4/29,3109.54219,3109
SC32,2024/4/30,3109.73958,3109
SC32,2024/5/1,3109.879435,3109
SC32,2024/5/2,3109.978573,3109
SC32,2024/5/3,3110.049006,3110
SC32,2024/5/4,3110.098702,3110
SC32,2024/5/5,3110.133855,3110
SC32,2024/5/6,3110.15864,3110
SC32,2024/5/7,3110.17609,3110
SC32,2024/5/8,3110.188482,3110
SC32,2024/5/9,3110.19746,3110
SC32,2024/5/10,3110.203783,3110
SC32,2024/5/11,3110.208208,3110
SC24,2024/4/12,5749.76806,5749
SC24,2024/4/13,5952.81914,5952
SC24,2024/4/14,6057.273068,6057
SC24,2024/4/15,6111.050023,6111
SC24,2024/4/16,6138.744053,6138
SC24,2024/4/17,6153.007071,6153
SC24,2024/4/18,6160.353441,6160
SC24,2024/4/19,6164.137376,6164
SC24,2024/4/20,6166.086376,6166
SC24,2024/4/21,6167.090021,6167
SC24,2024/4/22,6167.607088,6167
SC24,2024/4/23,6167.873423,6167
SC24,2024/4/24,6168.010626,6168
SC24,2024/4/25,6168.08147,6168
SC24,2024/4/26,6168.117699,6168
SC24,2024/4/27,6168.13653,6168
SC24,2024/4/28,6168.146215,6168
SC24,2024/4/29,6168.151416,6168
SC24,2024/4/30,6168.153748,6168
SC24,2024/5/1,6168.155003,6168
SC24,2024/5/2,6168.155541,6168
SC24,2024/5/3,6168.155721,6168
SC24,2024/5/4,6168.1559,6168
SC24,2024/5/5,6168.15608,6168
SC24,2024/5/6,6168.15608,6168
SC24,2024/5/7,6168.15608,6168
SC24,2024/5/8,6168.15608,6168
SC24,2024/5/9,6168.15608,6168
SC24,2024/5/10,6168.15608,6168
SC24,2024/5/11,6168.15608,6168
SC4,2024/4/12,21652.96813,21652
SC4,2024/4/13,21923.55626,21923
SC4,2024/4/14,22158.56068,22158
SC4,2024/4/15,22362.28076,22362
SC4,2024/4/16,22538.56633,22538
SC4,2024/4/17,22690.8601,22690
SC4,2024/4/18,22822.22666,22822
SC4,2024/4/19,22935.38598,22935
SC4,2024/4/20,23032.74153,23032
SC4,2024/4/21,23116.40795,23116
SC4,2024/4/22,23188.24006,23188
SC4,2024/4/23,23249.85968,23249
SC4,2024/4/24,23302.68013,23302
SC4,2024/4/25,23347.92681,23347
SC4,2024/4/26,23386.66529,23386
SC4,2024/4/27,23419.81517,23419
SC4,2024/4/28,23448.17152,23448
SC4,2024/4/29,23472.41644,23472
SC4,2024/4/30,23493.14097,23493
SC4,2024/5/1,23510.85136,23510
SC4,2024/5/2,23525.98239,23525
SC4,2024/5/3,23538.90682,23538
SC4,2024/5/4,23549.94518,23549
SC4,2024/5/5,23559.3711,23559
SC4,2024/5/6,23567.41941,23567
SC4,2024/5/7,23574.2892,23574
SC4,2024/5/8,23580.15501,23580
SC4,2024/5/9,23585.16104,23585
SC4,2024/5/10,23589.43452,23589
SC4,2024/5/11,23593.08079,23593
SC28,2024/4/12,1093.578011,1093
SC28,2024/4/13,1140.774269,1140
SC28,2024/4/14,1185.72974,1185
SC28,2024/4/15,1228.561998,1228
SC28,2024/4/16,1269.369656,1269
SC28,2024/4/17,1308.237416,1308
SC28,2024/4/18,1345.2389,1345
SC28,2024/4/19,1380.440221,1380
SC28,2024/4/20,1413.901333,1413
SC28,2024/4/21,1445.678008,1445
SC28,2024/4/22,1475.8238,1475
SC28,2024/4/23,1504.389801,1504
SC28,2024/4/24,1531.427348,1531
SC28,2024/4/25,1556.98692,1556
SC28,2024/4/26,1581.119238,1581
SC28,2024/4/27,1603.875272,1603
SC28,2024/4/28,1625.306728,1625
SC28,2024/4/29,1645.465438,1645
SC28,2024/4/30,1664.403356,1664
SC28,2024/5/1,1682.173297,1682
SC28,2024/5/2,1698.827585,1698
SC28,2024/5/3,1714.418419,1714
SC28,2024/5/4,1728.997876,1728
SC28,2024/5/5,1742.61668,1742
SC28,2024/5/6,1755.325675,1755
SC28,2024/5/7,1767.173985,1767
SC28,2024/5/8,1778.209747,1778
SC28,2024/5/9,1788.47962,1788
SC28,2024/5/10,1798.029033,1798
SC28,2024/5/11,1806.901323,1806
SC41,2024/4/12,1842.907676,1842
SC41,2024/4/13,1978.233845,1978
SC41,2024/4/14,2047.293185,2047
SC41,2024/4/15,2082.63168,2082
SC41,2024/4/16,2100.736913,2100
SC41,2024/4/17,2110.018587,2110
SC41,2024/4/18,2114.77827,2114
SC41,2024/4/19,2117.219316,2117
SC41,2024/4/20,2118.471466,2118
SC41,2024/4/21,2119.113517,2119
SC41,2024/4/22,2119.442962,2119
SC41,2024/4/23,2119.612003,2119
SC41,2024/4/24,2119.698574,2119
SC41,2024/4/25,2119.743263,2119
SC41,2024/4/26,2119.765931,2119
SC41,2024/4/27,2119.777805,2119
SC41,2024/4/28,2119.783634,2119
SC41,2024/4/29,2119.786656,2119
SC41,2024/4/30,2119.788383,2119
SC41,2024/5/1,2119.789247,2119
SC41,2024/5/2,2119.789894,2119
SC41,2024/5/3,2119.789894,2119
SC41,2024/5/4,2119.789894,2119
SC41,2024/5/5,2119.789894,2119
SC41,2024/5/6,2119.789894,2119
SC41,2024/5/7,2119.789894,2119
SC41,2024/5/8,2119.789894,2119
SC41,2024/5/9,2119.789894,2119
SC41,2024/5/10,2119.789894,2119
SC41,2024/5/11,2119.789894,2119
SC17,2024/4/12,19280.60273,19280
SC17,2024/4/13,19553.15149,19553
SC17,2024/4/14,19751.55744,19751
SC17,2024/4/15,19895.73631,19895
SC17,2024/4/16,20000.36451,20000
SC17,2024/4/17,20076.21138,20076
SC17,2024/4/18,20131.14846,20131
SC17,2024/4/19,20170.91729,20170
SC17,2024/4/20,20199.69246,20199
SC17,2024/4/21,20220.5074,20220
SC17,2024/4/22,20235.55991,20235
SC17,2024/4/23,20246.44356,20246
SC17,2024/4/24,20254.31224,20254
SC17,2024/4/25,20260.00068,20260
SC17,2024/4/26,20264.11311,20264
SC17,2024/4/27,20267.08586,20267
SC17,2024/4/28,20269.23385,20269
SC17,2024/4/29,20270.78615,20270
SC17,2024/4/30,20271.90828,20271
SC17,2024/5/1,20272.71882,20272
SC17,2024/5/2,20273.30455,20273
SC17,2024/5/3,20273.72902,20273
SC17,2024/5/4,20274.03493,20274
SC17,2024/5/5,20274.25642,20274
SC17,2024/5/6,20274.41625,20274
SC17,2024/5/7,20274.53244,20274
SC17,2024/5/8,20274.61639,20274
SC17,2024/5/9,20274.6771,20274
SC17,2024/5/10,20274.72026,20274
SC17,2024/5/11,20274.75203,20274
SC40,2024/4/12,3281.862037,3281
SC40,2024/4/13,3342.721673,3342
SC40,2024/4/14,3394.740058,3394
SC40,2024/4/15,3439.011439,3439
SC40,2024/4/16,3476.547644,3476
SC40,2024/4/17,3508.26917,3508
SC40,2024/4/18,3535.000046,3535
SC40,2024/4/19,3557.470806,3557
SC40,2024/4/20,3576.321055,3576
SC40,2024/4/21,3592.105819,3592
SC40,2024/4/22,3605.30406,3605
SC40,2024/4/23,3616.325428,3616
SC40,2024/4/24,3625.519178,3625
SC40,2024/4/25,3633.181605,3633
SC40,2024/4/26,3639.563065,3639
SC40,2024/4/27,3644.874058,3644
SC40,2024/4/28,3649.292252,3649
SC40,2024/4/29,3652.965861,3652
SC40,2024/4/30,3656.019321,3656
SC40,2024/5/1,3658.556665,3658
SC40,2024/5/2,3660.664362,3660
SC40,2024/5/3,3662.414832,3662
SC40,2024/5/4,3663.868468,3663
SC40,2024/5/5,3665.075395,3665
SC40,2024/5/6,3666.077362,3666
SC40,2024/5/7,3666.909092,3666
SC40,2024/5/8,3667.599499,3667
SC40,2024/5/9,3668.17263,3668
SC40,2024/5/10,3668.648078,3668
SC40,2024/5/11,3669.042731,3669
SC7,2024/4/12,35618.0997,35618
SC7,2024/4/13,37161.44078,37161
SC7,2024/4/14,38389.05096,38389
SC7,2024/4/15,39365.28607,39365
SC7,2024/4/16,40140.98717,40140
SC7,2024/4/17,40756.71244,40756
SC7,2024/4/18,41244.93655,41244
SC7,2024/4/19,41631.67677,41631
SC7,2024/4/20,41937.75881,41937
SC7,2024/4/21,42179.82069,42179
SC7,2024/4/22,42371.13316,42371
SC7,2024/4/23,42522.25613,42522
SC7,2024/4/24,42641.58001,42641
SC7,2024/4/25,42735.76468,42735
SC7,2024/4/26,42810.08263,42810
SC7,2024/4/27,42868.71522,42868
SC7,2024/4/28,42914.96361,42914
SC7,2024/4/29,42951.44061,42951
SC7,2024/4/30,42980.20493,42980
SC7,2024/5/1,43002.88691,43002
SC7,2024/5/2,43020.76738,43020
SC7,2024/5/3,43034.86503,43034
SC7,2024/5/4,43045.97905,43045
SC7,2024/5/5,43054.73813,43054
SC7,2024/5/6,43061.64737,43061
SC7,2024/5/7,43067.09249,43067
SC7,2024/5/8,43071.38679,43071
