分拣中心,日期,小时,预测货量
SC21,2023-12-01,11,98.84487420320511
SC21,2023-12-01,12,98.84487420320511
SC21,2023-12-01,13,98.84487420320511
SC21,2023-12-01,14,98.84487420320511
SC21,2023-12-01,15,98.84487420320511
SC21,2023-12-01,16,98.84487420320511
SC21,2023-12-01,17,98.84487420320511
SC21,2023-12-01,18,98.84487420320511
SC21,2023-12-01,19,98.84487420320511
SC21,2023-12-01,20,98.84487420320511
SC21,2023-12-01,21,98.84487420320511
SC21,2023-12-01,22,98.84487420320511
SC21,2023-12-01,23,98.84487420320511
SC21,2023-12-01,24,98.84487420320511
SC48,2023-12-01,1,37.64974343776703
SC48,2023-12-01,2,37.64974343776703
SC48,2023-12-01,3,37.64974343776703
SC48,2023-12-01,4,37.64974343776703
SC48,2023-12-01,5,37.64974343776703
SC48,2023-12-01,6,37.64974343776703
SC48,2023-12-01,7,37.64974343776703
SC48,2023-12-01,8,37.64974343776703
SC48,2023-12-01,9,37.64974343776703
SC48,2023-12-01,10,37.64974343776703
SC48,2023-12-01,11,37.64974343776703
SC48,2023-12-01,12,37.64974343776703
SC48,2023-12-01,13,37.64974343776703
SC48,2023-12-01,14,37.64974343776703
SC48,2023-12-01,15,37.64974343776703
SC48,2023-12-01,16,37.64974343776703
SC48,2023-12-01,17,37.64974343776703
SC48,2023-12-01,18,37.64974343776703
SC48,2023-12-01,19,37.64974343776703
SC48,2023-12-01,20,37.64974343776703
SC48,2023-12-01,21,37.64974343776703
SC48,2023-12-01,22,37.64974343776703
SC48,2023-12-01,23,37.64974343776703
SC48,2023-12-01,24,37.64974343776703
SC9,2023-12-01,1,1859.7372425794601
SC9,2023-12-01,2,1859.7372425794601
SC9,2023-12-01,3,1859.7372425794601
SC9,2023-12-01,4,1859.7372425794601
SC9,2023-12-01,5,1859.7372425794601
SC9,2023-12-01,6,1859.7372425794601
SC9,2023-12-01,7,1859.7372425794601
SC9,2023-12-01,8,1859.7372425794601
SC9,2023-12-01,9,1859.7372425794601
SC9,2023-12-01,10,1859.7372425794601
SC9,2023-12-01,11,1859.7372425794601
SC9,2023-12-01,12,1859.7372425794601
SC9,2023-12-01,13,1859.7372425794601
SC9,2023-12-01,14,1859.7372425794601
SC9,2023-12-01,15,1859.7372425794601
SC9,2023-12-01,16,1859.7372425794601
SC9,2023-12-01,17,1859.7372425794601
SC9,2023-12-01,18,1859.7372425794601
SC9,2023-12-01,19,1859.7372425794601
SC9,2023-12-01,20,1859.7372425794601
SC9,2023-12-01,21,1859.7372425794601
SC9,2023-12-01,22,1859.7372425794601
SC9,2023-12-01,23,1859.7372425794601
SC9,2023-12-01,24,1859.7372425794601
SC23,2023-12-01,1,217.72692209482193
SC23,2023-12-01,2,217.72692209482193
SC23,2023-12-01,3,217.72692209482193
SC23,2023-12-01,4,217.72692209482193
SC23,2023-12-01,5,217.72692209482193
SC23,2023-12-01,6,217.72692209482193
SC23,2023-12-01,7,217.72692209482193
SC23,2023-12-01,8,217.72692209482193
SC23,2023-12-01,9,217.72692209482193
SC23,2023-12-01,10,217.72692209482193
SC23,2023-12-01,11,217.72692209482193
SC23,2023-12-01,12,217.72692209482193
SC23,2023-12-01,13,217.72692209482193
SC23,2023-12-01,14,217.72692209482193
SC23,2023-12-01,15,217.72692209482193
SC23,2023-12-01,16,217.72692209482193
SC23,2023-12-01,17,217.72692209482193
SC23,2023-12-01,18,217.72692209482193
SC23,2023-12-01,19,217.72692209482193
SC23,2023-12-01,20,217.72692209482193
SC23,2023-12-01,21,217.72692209482193
SC23,2023-12-01,22,217.72692209482193
SC23,2023-12-01,23,217.72692209482193
SC23,2023-12-01,24,217.72692209482193
SC27,2023-12-01,1,382.8460903465748
SC27,2023-12-01,2,382.8460903465748
SC27,2023-12-01,3,382.8460903465748
SC27,2023-12-01,4,382.8460903465748
SC27,2023-12-01,5,382.8460903465748
SC27,2023-12-01,6,382.8460903465748
SC27,2023-12-01,7,382.8460903465748
SC27,2023-12-01,8,382.8460903465748
SC27,2023-12-01,9,382.8460903465748
SC27,2023-12-01,10,382.8460903465748
SC27,2023-12-01,11,382.8460903465748
SC27,2023-12-01,12,382.8460903465748
SC27,2023-12-01,13,382.8460903465748
SC27,2023-12-01,14,382.8460903465748
SC27,2023-12-01,15,382.8460903465748
SC27,2023-12-01,16,382.8460903465748
SC27,2023-12-01,17,382.8460903465748
SC27,2023-12-01,18,382.8460903465748
SC27,2023-12-01,19,382.8460903465748
SC27,2023-12-01,20,382.8460903465748
SC27,2023-12-01,21,382.8460903465748
SC27,2023-12-01,22,382.8460903465748
SC27,2023-12-01,23,382.8460903465748
SC27,2023-12-01,24,382.8460903465748
SC29,2023-12-01,1,283.3527116626501
SC29,2023-12-01,2,283.3527116626501
SC29,2023-12-01,3,283.3527116626501
SC29,2023-12-01,4,283.3527116626501
SC29,2023-12-01,5,283.3527116626501
SC29,2023-12-01,6,283.3527116626501
SC29,2023-12-01,7,283.3527116626501
SC29,2023-12-01,8,283.3527116626501
SC29,2023-12-01,9,283.3527116626501
SC29,2023-12-01,10,283.3527116626501
SC29,2023-12-01,11,283.3527116626501
SC29,2023-12-01,12,283.3527116626501
SC29,2023-12-01,13,283.3527116626501
SC29,2023-12-01,14,283.3527116626501
SC29,2023-12-01,15,283.3527116626501
SC29,2023-12-01,16,283.3527116626501
SC29,2023-12-01,17,283.3527116626501
SC29,2023-12-01,18,283.3527116626501
SC29,2023-12-01,19,283.3527116626501
SC29,2023-12-01,20,283.3527116626501
SC29,2023-12-01,21,283.3527116626501
SC29,2023-12-01,22,283.3527116626501
SC29,2023-12-01,23,283.3527116626501
SC29,2023-12-01,24,283.3527116626501
SC63,2023-12-01,1,76.47682505846024
SC63,2023-12-01,2,76.47682505846024
SC63,2023-12-01,3,76.47682505846024
SC63,2023-12-01,4,76.47682505846024
SC63,2023-12-01,5,76.47682505846024
SC63,2023-12-01,6,76.47682505846024
SC63,2023-12-01,7,76.47682505846024
SC63,2023-12-01,8,76.47682505846024
SC63,2023-12-01,9,76.47682505846024
SC63,2023-12-01,10,76.47682505846024
SC63,2023-12-01,11,76.47682505846024
SC63,2023-12-01,12,76.47682505846024
SC63,2023-12-01,13,76.47682505846024
SC63,2023-12-01,14,76.47682505846024
SC63,2023-12-01,15,76.47682505846024
SC63,2023-12-01,16,76.47682505846024
SC63,2023-12-01,17,76.47682505846024
SC63,2023-12-01,18,76.47682505846024
SC63,2023-12-01,19,76.47682505846024
SC63,2023-12-01,20,76.47682505846024
SC63,2023-12-01,21,76.47682505846024
SC63,2023-12-01,22,76.47682505846024
SC63,2023-12-01,23,76.47682505846024
SC63,2023-12-01,24,76.47682505846024
SC31,2023-12-01,1,351.25018072128296
SC31,2023-12-01,2,351.25018072128296
SC31,2023-12-01,3,351.25018072128296
SC31,2023-12-01,4,351.25018072128296
SC31,2023-12-01,5,351.25018072128296
SC31,2023-12-01,6,351.25018072128296
SC31,2023-12-01,7,351.25018072128296
SC31,2023-12-01,8,351.25018072128296
SC31,2023-12-01,9,351.25018072128296
SC31,2023-12-01,10,351.25018072128296
SC31,2023-12-01,11,351.25018072128296
SC31,2023-12-01,12,351.25018072128296
SC31,2023-12-01,13,351.25018072128296
SC31,2023-12-01,14,351.25018072128296
SC31,2023-12-01,15,351.25018072128296
SC31,2023-12-01,16,351.25018072128296
SC31,2023-12-01,17,351.25018072128296
SC31,2023-12-01,18,351.25018072128296
SC31,2023-12-01,19,351.25018072128296
SC31,2023-12-01,20,351.25018072128296
SC31,2023-12-01,21,351.25018072128296
SC31,2023-12-01,22,351.25018072128296
SC31,2023-12-01,23,351.25018072128296
SC31,2023-12-01,24,351.25018072128296
SC2,2023-12-01,1,352.15391367673874
SC2,2023-12-01,2,352.15391367673874
SC2,2023-12-01,3,352.15391367673874
SC2,2023-12-01,4,352.15391367673874
SC2,2023-12-01,5,352.15391367673874
SC2,2023-12-01,6,352.15391367673874
SC2,2023-12-01,7,352.15391367673874
SC2,2023-12-01,8,352.15391367673874
SC2,2023-12-01,9,352.15391367673874
SC2,2023-12-01,10,352.15391367673874
SC2,2023-12-01,11,352.15391367673874
SC2,2023-12-01,12,352.15391367673874
SC2,2023-12-01,13,352.15391367673874
SC2,2023-12-01,14,352.15391367673874
SC2,2023-12-01,15,352.15391367673874
SC2,2023-12-01,16,352.15391367673874
SC2,2023-12-01,17,352.15391367673874
SC2,2023-12-01,18,352.15391367673874
SC2,2023-12-01,19,352.15391367673874
SC2,2023-12-01,20,352.15391367673874
SC2,2023-12-01,21,352.15391367673874
SC2,2023-12-01,22,352.15391367673874
SC2,2023-12-01,23,352.15391367673874
SC2,2023-12-01,24,352.15391367673874
SC16,2023-12-01,1,72.71455447375774
SC16,2023-12-01,2,72.71455447375774
SC16,2023-12-01,3,72.71455447375774
SC16,2023-12-01,4,72.71455447375774
SC16,2023-12-01,5,72.71455447375774
SC16,2023-12-01,6,72.71455447375774
SC16,2023-12-01,7,72.71455447375774
SC16,2023-12-01,8,72.71455447375774
SC16,2023-12-01,9,72.71455447375774
SC16,2023-12-01,10,72.71455447375774
SC16,2023-12-01,11,72.71455447375774
SC16,2023-12-01,12,72.71455447375774
SC16,2023-12-01,13,72.71455447375774
SC16,2023-12-01,14,72.71455447375774
SC16,2023-12-01,15,72.71455447375774
SC16,2023-12-01,16,72.71455447375774
SC16,2023-12-01,17,72.71455447375774
SC16,2023-12-01,18,72.71455447375774
SC16,2023-12-01,19,72.71455447375774
SC16,2023-12-01,20,72.71455447375774
SC16,2023-12-01,21,72.71455447375774
SC16,2023-12-01,22,72.71455447375774
SC16,2023-12-01,23,72.71455447375774
SC16,2023-12-01,24,72.71455447375774
SC24,2023-12-01,1,37.73716998100281
SC24,2023-12-01,2,37.73716998100281
SC24,2023-12-01,3,37.73716998100281
SC24,2023-12-01,4,37.73716998100281
SC24,2023-12-01,5,37.73716998100281
SC24,2023-12-01,6,37.73716998100281
SC24,2023-12-01,7,37.73716998100281
SC24,2023-12-01,8,37.73716998100281
SC24,2023-12-01,9,37.73716998100281
SC24,2023-12-01,10,37.73716998100281
SC24,2023-12-01,11,37.73716998100281
SC24,2023-12-01,12,37.73716998100281
SC24,2023-12-01,13,37.73716998100281
SC24,2023-12-01,14,37.73716998100281
SC24,2023-12-01,15,37.73716998100281
SC24,2023-12-01,16,37.73716998100281
SC24,2023-12-01,17,37.73716998100281
SC24,2023-12-01,18,37.73716998100281
SC24,2023-12-01,19,37.73716998100281
SC24,2023-12-01,20,37.73716998100281
SC24,2023-12-01,21,37.73716998100281
SC24,2023-12-01,22,37.73716998100281
SC24,2023-12-01,23,37.73716998100281
SC24,2023-12-01,24,37.73716998100281
SC41,2023-12-01,1,165.65041208267212
SC41,2023-12-01,2,165.65041208267212
SC41,2023-12-01,3,165.65041208267212
SC41,2023-12-01,4,165.65041208267212
SC41,2023-12-01,5,165.65041208267212
SC41,2023-12-01,6,165.65041208267212
SC41,2023-12-01,7,165.65041208267212
SC41,2023-12-01,8,165.65041208267212
SC41,2023-12-01,9,165.65041208267212
SC41,2023-12-01,10,165.65041208267212
SC41,2023-12-01,11,165.65041208267212
SC41,2023-12-01,12,165.65041208267212
SC41,2023-12-01,13,165.65041208267212
SC41,2023-12-01,14,165.65041208267212
SC41,2023-12-01,15,165.65041208267212
SC41,2023-12-01,16,165.65041208267212
SC41,2023-12-01,17,165.65041208267212
SC41,2023-12-01,18,165.65041208267212
SC41,2023-12-01,19,165.65041208267212
SC41,2023-12-01,20,165.65041208267212
SC41,2023-12-01,21,165.65041208267212
SC41,2023-12-01,22,165.65041208267212
SC41,2023-12-01,23,165.65041208267212
SC41,2023-12-01,24,165.65041208267212
SC61,2023-12-01,1,29.248827949166298
SC61,2023-12-01,2,29.248827949166298
SC61,2023-12-01,3,29.248827949166298
SC61,2023-12-01,4,29.248827949166298
SC61,2023-12-01,5,29.248827949166298
SC61,2023-12-01,6,29.248827949166298
SC61,2023-12-01,7,29.248827949166298
SC61,2023-12-01,8,29.248827949166298
SC61,2023-12-01,9,29.248827949166298
SC61,2023-12-01,10,29.248827949166298
SC61,2023-12-01,11,29.248827949166298
SC61,2023-12-01,12,29.248827949166298
SC61,2023-12-01,13,29.248827949166298
SC61,2023-12-01,14,29.248827949166298
SC61,2023-12-01,15,29.248827949166298
SC61,2023-12-01,16,29.248827949166298
SC61,2023-12-01,17,29.248827949166298
SC61,2023-12-01,18,29.248827949166298
SC61,2023-12-01,19,29.248827949166298
SC61,2023-12-01,20,29.248827949166298
SC61,2023-12-01,21,29.248827949166298
SC61,2023-12-01,22,29.248827949166298
SC61,2023-12-01,23,29.248827949166298
SC61,2023-12-01,24,29.248827949166298
SC10,2023-12-01,1,3686.6129255890846
SC10,2023-12-01,2,3686.6129255890846
SC10,2023-12-01,3,3686.6129255890846
SC10,2023-12-01,4,3686.6129255890846
SC10,2023-12-01,5,3686.6129255890846
SC10,2023-12-01,6,3686.6129255890846
SC10,2023-12-01,7,3686.6129255890846
SC10,2023-12-01,8,3686.6129255890846
SC10,2023-12-01,9,3686.6129255890846
SC10,2023-12-01,10,3686.6129255890846
SC10,2023-12-01,11,3686.6129255890846
SC10,2023-12-01,12,3686.6129255890846
SC10,2023-12-01,13,3686.6129255890846
SC10,2023-12-01,14,3686.6129255890846
SC10,2023-12-01,15,3686.6129255890846
SC10,2023-12-01,16,3686.6129255890846
SC10,2023-12-01,17,3686.6129255890846
SC10,2023-12-01,18,3686.6129255890846
SC10,2023-12-01,19,3686.6129255890846
SC10,2023-12-01,20,3686.6129255890846
SC10,2023-12-01,21,3686.6129255890846
SC10,2023-12-01,22,3686.6129255890846
SC10,2023-12-01,23,3686.6129255890846
SC10,2023-12-01,24,3686.6129255890846
SC58,2023-12-01,1,50.10744631290436
SC58,2023-12-01,2,50.10744631290436
SC58,2023-12-01,3,50.10744631290436
SC58,2023-12-01,4,50.10744631290436
SC58,2023-12-01,5,50.10744631290436
SC58,2023-12-01,6,50.10744631290436
SC58,2023-12-01,7,50.10744631290436
SC58,2023-12-01,8,50.10744631290436
SC58,2023-12-01,9,50.10744631290436
SC58,2023-12-01,10,50.10744631290436
SC58,2023-12-01,11,50.10744631290436
SC58,2023-12-01,12,50.10744631290436
SC58,2023-12-01,13,50.10744631290436
SC58,2023-12-01,14,50.10744631290436
SC58,2023-12-01,15,50.10744631290436
SC58,2023-12-01,16,50.10744631290436
SC58,2023-12-01,17,50.10744631290436
SC58,2023-12-01,18,50.10744631290436
SC58,2023-12-01,19,50.10744631290436
SC58,2023-12-01,20,50.10744631290436
SC58,2023-12-01,21,50.10744631290436
SC58,2023-12-01,22,50.10744631290436
SC58,2023-12-01,23,50.10744631290436
SC58,2023-12-01,24,50.10744631290436
SC3,2023-12-01,1,486.83159828186035
SC3,2023-12-01,2,486.83159828186035
SC3,2023-12-01,3,486.83159828186035
SC3,2023-12-01,4,486.83159828186035
SC3,2023-12-01,5,486.83159828186035
SC3,2023-12-01,6,486.83159828186035
SC3,2023-12-01,7,486.83159828186035
SC3,2023-12-01,8,486.83159828186035
SC3,2023-12-01,9,486.83159828186035
SC3,2023-12-01,10,486.83159828186035
SC3,2023-12-01,11,486.83159828186035
SC3,2023-12-01,12,486.83159828186035
SC3,2023-12-01,13,486.83159828186035
SC3,2023-12-01,14,486.83159828186035
SC3,2023-12-01,15,486.83159828186035
SC3,2023-12-01,16,486.83159828186035
SC3,2023-12-01,17,486.83159828186035
SC3,2023-12-01,18,486.83159828186035
SC3,2023-12-01,19,486.83159828186035
SC3,2023-12-01,20,486.83159828186035
SC3,2023-12-01,21,486.83159828186035
SC3,2023-12-01,22,486.83159828186035
SC3,2023-12-01,23,486.83159828186035
SC3,2023-12-01,24,486.83159828186035
SC8,2023-12-01,1,2049.012261748314
SC8,2023-12-01,2,2049.012261748314
SC8,2023-12-01,3,2049.012261748314
SC8,2023-12-01,4,2049.012261748314
SC8,2023-12-01,5,2049.012261748314
SC8,2023-12-01,6,2049.012261748314
SC8,2023-12-01,7,2049.012261748314
SC8,2023-12-01,8,2049.012261748314
SC8,2023-12-01,9,2049.012261748314
SC8,2023-12-01,10,2049.012261748314
SC8,2023-12-01,11,2049.012261748314
SC8,2023-12-01,12,2049.012261748314
SC8,2023-12-01,13,2049.012261748314
SC8,2023-12-01,14,2049.012261748314
SC8,2023-12-01,15,2049.012261748314
SC8,2023-12-01,16,2049.012261748314
SC8,2023-12-01,17,2049.012261748314
SC8,2023-12-01,18,2049.012261748314
SC8,2023-12-01,19,2049.012261748314
SC8,2023-12-01,20,2049.012261748314
SC8,2023-12-01,21,2049.012261748314
SC8,2023-12-01,22,2049.012261748314
SC8,2023-12-01,23,2049.012261748314
SC8,2023-12-01,24,2049.012261748314
SC19,2023-12-01,1,263.31966572999954
SC19,2023-12-01,2,263.31966572999954
SC19,2023-12-01,3,263.31966572999954
SC19,2023-12-01,4,263.31966572999954
SC19,2023-12-01,5,263.31966572999954
SC19,2023-12-01,6,263.31966572999954
SC19,2023-12-01,7,263.31966572999954
SC19,2023-12-01,8,263.31966572999954
SC19,2023-12-01,9,263.31966572999954
SC19,2023-12-01,10,263.31966572999954
SC19,2023-12-01,11,263.31966572999954
SC19,2023-12-01,12,263.31966572999954
SC19,2023-12-01,13,263.31966572999954
SC19,2023-12-01,14,263.31966572999954
SC19,2023-12-01,15,263.31966572999954
SC19,2023-12-01,16,263.31966572999954
SC19,2023-12-01,17,263.31966572999954
SC19,2023-12-01,18,263.31966572999954
SC19,2023-12-01,19,263.31966572999954
SC19,2023-12-01,20,263.31966572999954
SC19,2023-12-01,21,263.31966572999954
SC19,2023-12-01,22,263.31966572999954
SC19,2023-12-01,23,263.31966572999954
SC19,2023-12-01,24,263.31966572999954
SC43,2023-12-01,1,-97.92407885193825
SC43,2023-12-01,2,-97.92407885193825
SC43,2023-12-01,3,-97.92407885193825
SC43,2023-12-01,4,-97.92407885193825
SC43,2023-12-01,5,-97.92407885193825
SC43,2023-12-01,6,-97.92407885193825
SC43,2023-12-01,7,-97.92407885193825
SC43,2023-12-01,8,-97.92407885193825
SC43,2023-12-01,9,-97.92407885193825
SC43,2023-12-01,10,-97.92407885193825
SC43,2023-12-01,11,-97.92407885193825
SC43,2023-12-01,12,-97.92407885193825
SC43,2023-12-01,13,-97.92407885193825
SC43,2023-12-01,14,-97.92407885193825
SC43,2023-12-01,15,-97.92407885193825
SC43,2023-12-01,16,-97.92407885193825
SC43,2023-12-01,17,-97.92407885193825
SC43,2023-12-01,18,-97.92407885193825
SC43,2023-12-01,19,-97.92407885193825
SC43,2023-12-01,20,-97.92407885193825
SC43,2023-12-01,21,-97.92407885193825
SC43,2023-12-01,22,-97.92407885193825
SC43,2023-12-01,23,-97.92407885193825
SC43,2023-12-01,24,-97.92407885193825
SC12,2023-12-01,1,69.48969009518623
SC12,2023-12-01,2,69.48969009518623
SC12,2023-12-01,3,69.48969009518623
SC12,2023-12-01,4,69.48969009518623
SC12,2023-12-01,5,69.48969009518623
SC12,2023-12-01,6,69.48969009518623
SC12,2023-12-01,7,69.48969009518623
SC12,2023-12-01,8,69.48969009518623
SC12,2023-12-01,9,69.48969009518623
SC12,2023-12-01,10,69.48969009518623
SC12,2023-12-01,11,69.48969009518623
SC12,2023-12-01,12,69.48969009518623
SC12,2023-12-01,13,69.48969009518623
SC12,2023-12-01,14,69.48969009518623
SC12,2023-12-01,15,69.48969009518623
SC12,2023-12-01,16,69.48969009518623
SC12,2023-12-01,17,69.48969009518623
SC12,2023-12-01,18,69.48969009518623
SC12,2023-12-01,19,69.48969009518623
SC12,2023-12-01,20,69.48969009518623
SC12,2023-12-01,21,69.48969009518623
SC12,2023-12-01,22,69.48969009518623
SC12,2023-12-01,23,69.48969009518623
SC12,2023-12-01,24,69.48969009518623
SC4,2023-12-01,1,694.7478727251291
SC4,2023-12-01,2,694.7478727251291
SC4,2023-12-01,3,694.7478727251291
SC4,2023-12-01,4,694.7478727251291
SC4,2023-12-01,5,694.7478727251291
SC4,2023-12-01,6,694.7478727251291
SC4,2023-12-01,7,694.7478727251291
SC4,2023-12-01,8,694.7478727251291
SC4,2023-12-01,9,694.7478727251291
SC4,2023-12-01,10,694.7478727251291
SC4,2023-12-01,11,694.7478727251291
SC4,2023-12-01,12,694.7478727251291
SC4,2023-12-01,13,694.7478727251291
SC4,2023-12-01,14,694.7478727251291
SC4,2023-12-01,15,694.7478727251291
SC4,2023-12-01,16,694.7478727251291
SC4,2023-12-01,17,694.7478727251291
SC4,2023-12-01,18,694.7478727251291
SC4,2023-12-01,19,694.7478727251291
SC4,2023-12-01,20,694.7478727251291
SC4,2023-12-01,21,694.7478727251291
SC4,2023-12-01,22,694.7478727251291
SC4,2023-12-01,23,694.7478727251291
SC4,2023-12-01,24,694.7478727251291
SC52,2023-12-01,1,270.9191212654114
SC52,2023-12-01,2,270.9191212654114
SC52,2023-12-01,3,270.9191212654114
SC52,2023-12-01,4,270.9191212654114
SC52,2023-12-01,5,270.9191212654114
SC52,2023-12-01,6,270.9191212654114
SC52,2023-12-01,7,270.9191212654114
SC52,2023-12-01,8,270.9191212654114
SC52,2023-12-01,9,270.9191212654114
SC52,2023-12-01,10,270.9191212654114
SC52,2023-12-01,11,270.9191212654114
SC52,2023-12-01,12,270.9191212654114
SC52,2023-12-01,13,270.9191212654114
SC52,2023-12-01,14,270.9191212654114
SC52,2023-12-01,15,270.9191212654114
SC52,2023-12-01,16,270.9191212654114
SC52,2023-12-01,17,270.9191212654114
SC52,2023-12-01,18,270.9191212654114
SC52,2023-12-01,19,270.9191212654114
SC52,2023-12-01,20,270.9191212654114
SC52,2023-12-01,21,270.9191212654114
SC52,2023-12-01,22,270.9191212654114
SC52,2023-12-01,23,270.9191212654114
SC52,2023-12-01,24,270.9191212654114
SC5,2023-12-01,1,2431.5509688854218
SC5,2023-12-01,2,2431.5509688854218
SC5,2023-12-01,3,2431.5509688854218
SC5,2023-12-01,4,2431.5509688854218
SC5,2023-12-01,5,2431.5509688854218
SC5,2023-12-01,6,2431.5509688854218
SC5,2023-12-01,7,2431.5509688854218
SC5,2023-12-01,8,2431.5509688854218
SC5,2023-12-01,9,2431.5509688854218
SC5,2023-12-01,10,2431.5509688854218
SC5,2023-12-01,11,2431.5509688854218
SC5,2023-12-01,12,2431.5509688854218
SC5,2023-12-01,13,2431.5509688854218
SC5,2023-12-01,14,2431.5509688854218
SC5,2023-12-01,15,2431.5509688854218
SC5,2023-12-01,16,2431.5509688854218
SC5,2023-12-01,17,2431.5509688854218
SC5,2023-12-01,18,2431.5509688854218
SC5,2023-12-01,19,2431.5509688854218
SC5,2023-12-01,20,2431.5509688854218
SC5,2023-12-01,21,2431.5509688854218
SC5,2023-12-01,22,2431.5509688854218
SC5,2023-12-01,23,2431.5509688854218
SC5,2023-12-01,24,2431.5509688854218
SC28,2023-12-01,1,58.28600710630417
SC28,2023-12-01,2,58.28600710630417
SC28,2023-12-01,3,58.28600710630417
SC28,2023-12-01,4,58.28600710630417
SC28,2023-12-01,5,58.28600710630417
SC28,2023-12-01,6,58.28600710630417
SC28,2023-12-01,7,58.28600710630417
SC28,2023-12-01,8,58.28600710630417
SC28,2023-12-01,9,58.28600710630417
SC28,2023-12-01,10,58.28600710630417
SC28,2023-12-01,11,58.28600710630417
SC28,2023-12-01,12,58.28600710630417
SC28,2023-12-01,13,58.28600710630417
SC28,2023-12-01,14,58.28600710630417
SC28,2023-12-01,15,58.28600710630417
SC28,2023-12-01,16,58.28600710630417
SC28,2023-12-01,17,58.28600710630417
SC28,2023-12-01,18,58.28600710630417
SC28,2023-12-01,19,58.28600710630417
SC28,2023-12-01,20,58.28600710630417
SC28,2023-12-01,21,58.28600710630417
SC28,2023-12-01,22,58.28600710630417
SC28,2023-12-01,23,58.28600710630417
SC28,2023-12-01,24,58.28600710630417
SC26,2023-12-01,1,118.12776491045952
SC26,2023-12-01,2,118.12776491045952
SC26,2023-12-01,3,118.12776491045952
SC26,2023-12-01,4,118.12776491045952
SC26,2023-12-01,5,118.12776491045952
SC26,2023-12-01,6,118.12776491045952
SC26,2023-12-01,7,118.12776491045952
SC26,2023-12-01,8,118.12776491045952
SC26,2023-12-01,9,118.12776491045952
SC26,2023-12-01,10,118.12776491045952
SC26,2023-12-01,11,118.12776491045952
SC26,2023-12-01,12,118.12776491045952
SC26,2023-12-01,13,118.12776491045952
SC26,2023-12-01,14,118.12776491045952
SC26,2023-12-01,15,118.12776491045952
SC26,2023-12-01,16,118.12776491045952
SC26,2023-12-01,17,118.12776491045952
SC26,2023-12-01,18,118.12776491045952
SC26,2023-12-01,19,118.12776491045952
SC26,2023-12-01,20,118.12776491045952
SC26,2023-12-01,21,118.12776491045952
SC26,2023-12-01,22,118.12776491045952
SC26,2023-12-01,23,118.12776491045952
SC26,2023-12-01,24,118.12776491045952
SC14,2023-12-01,1,53.53537201881409
SC14,2023-12-01,2,53.53537201881409
SC14,2023-12-01,3,53.53537201881409
SC14,2023-12-01,4,53.53537201881409
SC14,2023-12-01,5,53.53537201881409
SC14,2023-12-01,6,53.53537201881409
SC14,2023-12-01,7,53.53537201881409
SC14,2023-12-01,8,53.53537201881409
SC14,2023-12-01,9,53.53537201881409
SC14,2023-12-01,10,53.53537201881409
SC14,2023-12-01,11,53.53537201881409
SC14,2023-12-01,12,53.53537201881409
SC14,2023-12-01,13,53.53537201881409
SC14,2023-12-01,14,53.53537201881409
SC14,2023-12-01,15,53.53537201881409
SC14,2023-12-01,16,53.53537201881409
SC14,2023-12-01,17,53.53537201881409
SC14,2023-12-01,18,53.53537201881409
SC14,2023-12-01,19,53.53537201881409
SC14,2023-12-01,20,53.53537201881409
SC14,2023-12-01,21,53.53537201881409
SC14,2023-12-01,22,53.53537201881409
SC14,2023-12-01,23,53.53537201881409
SC14,2023-12-01,24,53.53537201881409
SC36,2023-12-01,1,18.296593695878983
SC36,2023-12-01,2,18.296593695878983
SC36,2023-12-01,3,18.296593695878983
SC36,2023-12-01,4,18.296593695878983
SC36,2023-12-01,5,18.296593695878983
SC36,2023-12-01,6,18.296593695878983
SC36,2023-12-01,7,18.296593695878983
SC36,2023-12-01,8,18.296593695878983
SC36,2023-12-01,9,18.296593695878983
SC36,2023-12-01,10,18.296593695878983
SC36,2023-12-01,11,18.296593695878983
SC36,2023-12-01,12,18.296593695878983
SC36,2023-12-01,13,18.296593695878983
SC36,2023-12-01,14,18.296593695878983
SC36,2023-12-01,15,18.296593695878983
SC36,2023-12-01,16,18.296593695878983
SC36,2023-12-01,17,18.296593695878983
SC36,2023-12-01,18,18.296593695878983
SC36,2023-12-01,19,18.296593695878983
SC36,2023-12-01,20,18.296593695878983
SC36,2023-12-01,21,18.296593695878983
SC36,2023-12-01,22,18.296593695878983
SC36,2023-12-01,23,18.296593695878983
SC36,2023-12-01,24,18.296593695878983
SC37,2023-12-01,1,67.19927904009819
SC37,2023-12-01,2,67.19927904009819
SC37,2023-12-01,3,67.19927904009819
SC37,2023-12-01,4,67.19927904009819
SC37,2023-12-01,5,67.19927904009819
SC37,2023-12-01,6,67.19927904009819
SC37,2023-12-01,7,67.19927904009819
SC37,2023-12-01,8,67.19927904009819
SC37,2023-12-01,9,67.19927904009819
SC37,2023-12-01,10,67.19927904009819
SC37,2023-12-01,11,67.19927904009819
SC37,2023-12-01,12,67.19927904009819
SC37,2023-12-01,13,67.19927904009819
SC37,2023-12-01,14,67.19927904009819
SC37,2023-12-01,15,67.19927904009819
SC37,2023-12-01,16,67.19927904009819
SC37,2023-12-01,17,67.19927904009819
SC37,2023-12-01,18,67.19927904009819
SC37,2023-12-01,19,67.19927904009819
SC37,2023-12-01,20,67.19927904009819
SC37,2023-12-01,21,67.19927904009819
SC37,2023-12-01,22,67.19927904009819
SC37,2023-12-01,23,67.19927904009819
