分拣中心,预测日期,预测货量
SC27,23,4454.205683939159
SC27,24,4454.205683939159
SC27,25,4454.205683939159
SC27,26,4454.205683939159
SC27,27,4454.205683939159
SC27,28,4454.205683939159
SC27,29,4454.205683939159
SC27,30,4454.205683939159
SC1,1,44768.324457645416
SC1,2,44709.92738044262
SC1,3,44709.07731324434
SC1,4,44709.06401205063
SC1,5,44709.06401205063
SC1,6,44709.06401205063
SC1,7,44709.06401205063
SC1,8,44709.06401205063
SC1,9,44709.06401205063
SC1,10,44709.06401205063
SC1,11,44709.06401205063
SC1,12,44709.06401205063
SC1,13,44709.06401205063
SC1,14,44709.06401205063
SC1,15,44709.06401205063
SC1,16,44709.06401205063
SC1,17,44709.06401205063
SC1,18,44709.06401205063
SC1,19,44709.06401205063
SC1,20,44709.06401205063
SC1,21,44709.06401205063
SC1,22,44709.06401205063
SC1,23,44709.06401205063
SC1,24,44709.06401205063
SC1,25,44709.06401205063
SC1,26,44709.06401205063
SC1,27,44709.06401205063
SC1,28,44709.06401205063
SC1,29,44709.06401205063
SC1,30,44709.06401205063
SC46,1,2161.4471888542175
SC46,2,2190.5121550559998
SC46,3,2188.9161891937256
SC46,4,2189.003839492798
SC46,5,2188.9990758895874
SC46,6,2188.999234676361
SC46,7,2188.999234676361
SC46,8,2188.999234676361
SC46,9,2188.999234676361
SC46,10,2188.999234676361
SC46,11,2188.999234676361
SC46,12,2188.999234676361
SC46,13,2188.999234676361
SC46,14,2188.999234676361
SC46,15,2188.999234676361
SC46,16,2188.999234676361
SC46,17,2188.999234676361
SC46,18,2188.999234676361
SC46,19,2188.999234676361
SC46,20,2188.999234676361
SC46,21,2188.999234676361
SC46,22,2188.999234676361
SC46,23,2188.999234676361
SC46,24,2188.999234676361
SC46,25,2188.999234676361
SC46,26,2188.999234676361
SC46,27,2188.999234676361
SC46,28,2188.999234676361
SC46,29,2188.999234676361
SC46,30,2188.999234676361
SC34,1,9961.161968782544
SC34,2,10109.797883801162
SC34,3,10117.174777835608
SC34,4,10117.538373589516
SC34,5,10117.556387729943
SC34,6,10117.55742302537
SC34,7,10117.557215966284
SC34,8,10117.55742302537
SC34,9,10117.557215966284
SC34,10,10117.55742302537
SC34,11,10117.557215966284
SC34,12,10117.55742302537
SC34,13,10117.557215966284
SC34,14,10117.55742302537
SC34,15,10117.557215966284
SC34,16,10117.55742302537
SC34,17,10117.557215966284
SC34,18,10117.55742302537
SC34,19,10117.557215966284
SC34,20,10117.55742302537
SC34,21,10117.557215966284
SC34,22,10117.55742302537
SC34,23,10117.557215966284
SC34,24,10117.55742302537
SC34,25,10117.557215966284
SC34,26,10117.55742302537
SC34,27,10117.557215966284
SC34,28,10117.55742302537
SC34,29,10117.557215966284
SC34,30,10117.55742302537
SC14,1,1486.76702272892
SC14,2,1494.602352887392
SC14,3,1494.4181190729141
SC14,4,1494.422564059496
SC14,5,1494.4224708080292
SC14,6,1494.422439724207
SC14,7,1494.4224708080292
SC14,8,1494.422439724207
SC14,9,1494.4224708080292
SC14,10,1494.422439724207
SC14,11,1494.4224708080292
SC14,12,1494.422439724207
SC14,13,1494.4224708080292
SC14,14,1494.422439724207
SC14,15,1494.4224708080292
SC14,16,1494.422439724207
SC14,17,1494.4224708080292
SC14,18,1494.422439724207
SC14,19,1494.4224708080292
SC14,20,1494.422439724207
SC14,21,1494.4224708080292
SC14,22,1494.422439724207
SC14,23,1494.4224708080292
SC14,24,1494.422439724207
SC14,25,1494.4224708080292
SC14,26,1494.422439724207
SC14,27,1494.4224708080292
SC14,28,1494.422439724207
SC14,29,1494.4224708080292
SC14,30,1494.422439724207
SC51,1,10580.641360461712
SC51,2,11400.263200044632
SC51,3,11259.193764448166
SC51,4,11282.6735855937
SC51,5,11278.742132365704
SC51,6,11279.399816989899
SC51,7,11279.289655447006
SC51,8,11279.308099925518
SC51,9,11279.304815292358
SC51,10,11279.305573284626
SC51,11,11279.305320620537
SC51,12,11279.305320620537
SC51,13,11279.305320620537
SC51,14,11279.305320620537
SC51,15,11279.305320620537
SC51,16,11279.305320620537
SC51,17,11279.305320620537
SC51,18,11279.305320620537
SC51,19,11279.305320620537
SC51,20,11279.305320620537
SC51,21,11279.305320620537
SC51,22,11279.305320620537
SC51,23,11279.305320620537
SC51,24,11279.305320620537
SC51,25,11279.305320620537
SC51,26,11279.305320620537
SC51,27,11279.305320620537
SC51,28,11279.305320620537
SC51,29,11279.305320620537
SC51,30,11279.305320620537
SC26,1,4836.477247565985
SC26,2,4817.807323768735
SC26,3,4815.140633255243
SC26,4,4814.758993208408
SC26,5,4814.7042966187
SC26,6,4814.696571111679
SC26,7,4814.695335030556
SC26,8,4814.695335030556
SC26,9,4814.695335030556
SC26,10,4814.695335030556
SC26,11,4814.695335030556
SC26,12,4814.695335030556
SC26,13,4814.695335030556
SC26,14,4814.695335030556
SC26,15,4814.695335030556
SC26,16,4814.695335030556
SC26,17,4814.695335030556
SC26,18,4814.695335030556
SC26,19,4814.695335030556
SC26,20,4814.695335030556
SC26,21,4814.695335030556
SC26,22,4814.695335030556
SC26,23,4814.695335030556
SC26,24,4814.695335030556
SC26,25,4814.695335030556
SC26,26,4814.695335030556
SC26,27,4814.695335030556
SC26,28,4814.695335030556
SC26,29,4814.695335030556
SC26,30,4814.695335030556
SC32,1,3093.660291582346
SC32,2,3067.6382673978806
SC32,3,3070.6680394411087
SC32,4,3070.314987540245
SC32,5,3070.3560841977596
SC32,6,3070.3512790501118
SC32,7,3070.351911306381
SC32,8,3070.3517848551273
SC32,9,3070.3517848551273
SC32,10,3070.3517848551273
SC32,11,3070.3517848551273
SC32,12,3070.3517848551273
SC32,13,3070.3517848551273
SC32,14,3070.3517848551273
SC32,15,3070.3517848551273
SC32,16,3070.3517848551273
SC32,17,3070.3517848551273
SC32,18,3070.3517848551273
SC32,19,3070.3517848551273
SC32,20,3070.3517848551273
SC32,21,3070.3517848551273
SC32,22,3070.3517848551273
SC32,23,3070.3517848551273
SC32,24,3070.3517848551273
SC32,25,3070.3517848551273
SC32,26,3070.3517848551273
SC32,27,3070.3517848551273
SC32,28,3070.3517848551273
SC32,29,3070.3517848551273
SC32,30,3070.3517848551273
SC24,1,6185.753938436508
SC24,2,6189.678662717342
SC24,3,6189.602976858616
SC24,4,6189.604411661625
SC24,5,6189.604411661625
SC24,6,6189.604411661625
SC24,7,6189.604411661625
SC24,8,6189.604411661625
SC24,9,6189.604411661625
SC24,10,6189.604411661625
SC24,11,6189.604411661625
SC24,12,6189.604411661625
SC24,13,6189.604411661625
SC24,14,6189.604411661625
SC24,15,6189.604411661625
SC24,16,6189.604411661625
SC24,17,6189.604411661625
SC24,18,6189.604411661625
SC24,19,6189.604411661625
SC24,20,6189.604411661625
SC24,21,6189.604411661625
SC24,22,6189.604411661625
SC24,23,6189.604411661625
SC24,24,6189.604411661625
SC24,25,6189.604411661625
SC24,26,6189.604411661625
SC24,27,6189.604411661625
SC24,28,6189.604411661625
SC24,29,6189.604411661625
SC24,30,6189.604411661625
SC4,1,22170.436948925257
SC4,2,22554.843745350838
SC4,3,22583.55096808076
SC4,4,22585.67810690403
SC4,5,22585.835689276457
SC4,6,22585.847742319107
SC4,7,22585.84863513708
SC4,8,22585.84863513708
SC4,9,22585.84863513708
SC4,10,22585.84863513708
SC4,11,22585.84863513708
SC4,12,22585.84863513708
SC4,13,22585.84863513708
SC4,14,22585.84863513708
SC4,15,22585.84863513708
SC4,16,22585.84863513708
SC4,17,22585.84863513708
SC4,18,22585.84863513708
SC4,19,22585.84863513708
SC4,20,22585.84863513708
SC4,21,22585.84863513708
SC4,22,22585.84863513708
SC4,23,22585.84863513708
SC4,24,22585.84863513708
SC4,25,22585.84863513708
SC4,26,22585.84863513708
SC4,27,22585.84863513708
SC4,28,22585.84863513708
SC4,29,22585.84863513708
SC4,30,22585.84863513708
SC28,1,1141.2591509670021
SC28,2,1141.4063330292704
SC28,3,1141.4053481221201
SC28,4,1141.4053481221201
SC28,5,1141.4053481221201
SC28,6,1141.4053481221201
SC28,7,1141.4053481221201
SC28,8,1141.4053481221201
SC28,9,1141.4053481221201
SC28,10,1141.4053481221201
SC28,11,1141.4053481221201
SC28,12,1141.4053481221201
SC28,13,1141.4053481221201
SC28,14,1141.4053481221201
SC28,15,1141.4053481221201
SC28,16,1141.4053481221201
SC28,17,1141.4053481221201
SC28,18,1141.4053481221201
SC28,19,1141.4053481221201
SC28,20,1141.4053481221201
SC28,21,1141.4053481221201
SC28,22,1141.4053481221201
SC28,23,1141.4053481221201
SC28,24,1141.4053481221201
SC28,25,1141.4053481221201
SC28,26,1141.4053481221201
SC28,27,1141.4053481221201
SC28,28,1141.4053481221201
SC28,29,1141.4053481221201
SC28,30,1141.4053481221201
SC41,1,2055.759233832359
SC41,2,2035.8850141763685
SC41,3,2037.6321959495542
SC41,4,2037.4786995649335
SC41,5,2037.4923005104063
SC41,6,2037.491005182266
SC41,7,2037.4912210702894
SC41,8,2037.4912210702894
SC41,9,2037.4912210702894
SC41,10,2037.4912210702894
SC41,11,2037.4912210702894
SC41,12,2037.4912210702894
SC41,13,2037.4912210702894
SC41,14,2037.4912210702894
SC41,15,2037.4912210702894
SC41,16,2037.4912210702894
SC41,17,2037.4912210702894
SC41,18,2037.4912210702894
SC41,19,2037.4912210702894
SC41,20,2037.4912210702894
SC41,21,2037.4912210702894
SC41,22,2037.4912210702894
SC41,23,2037.4912210702894
SC41,24,2037.4912210702894
SC41,25,2037.4912210702894
SC41,26,2037.4912210702894
SC41,27,2037.4912210702894
SC41,28,2037.4912210702894
SC41,29,2037.4912210702894
SC41,30,2037.4912210702894
SC17,1,19856.09979826212
SC17,2,19453.30112683773
SC17,3,19489.8890067935
SC17,4,19486.523083090782
SC17,5,19486.83230984211
SC17,6,19486.8038533926
SC17,7,19486.806224763393
SC17,8,19486.805750489235
SC17,9,19486.805750489235
SC17,10,19486.805750489235
SC17,11,19486.805750489235
SC17,12,19486.805750489235
SC17,13,19486.805750489235
SC17,14,19486.805750489235
SC17,15,19486.805750489235
SC17,16,19486.805750489235
SC17,17,19486.805750489235
SC17,18,19486.805750489235
SC17,19,19486.805750489235
SC17,20,19486.805750489235
SC17,21,19486.805750489235
SC17,22,19486.805750489235
SC17,23,19486.805750489235
SC17,24,19486.805750489235
SC17,25,19486.805750489235
SC17,26,19486.805750489235
SC17,27,19486.805750489235
SC17,28,19486.805750489235
SC17,29,19486.805750489235
SC17,30,19486.805750489235
SC40,1,3371.5038395002484
SC40,2,3319.2409073337913
SC40,3,3324.9674274772406
SC40,4,3324.3382256627083
SC40,5,3324.4072662740946
SC40,6,3324.399700179696
SC40,7,3324.4005108326674
SC40,8,3324.400443278253
SC40,9,3324.400443278253
SC40,10,3324.400443278253
SC40,11,3324.400443278253
SC40,12,3324.400443278253
SC40,13,3324.400443278253
SC40,14,3324.400443278253
SC40,15,3324.400443278253
SC40,16,3324.400443278253
SC40,17,3324.400443278253
SC40,18,3324.400443278253
SC40,19,3324.400443278253
SC40,20,3324.400443278253
SC40,21,3324.400443278253
SC40,22,3324.400443278253
SC40,23,3324.400443278253
SC40,24,3324.400443278253
SC40,25,3324.400443278253
SC40,26,3324.400443278253
SC40,27,3324.400443278253
SC40,28,3324.400443278253
SC40,29,3324.400443278253
SC40,30,3324.400443278253
SC7,1,38636.33205384016
SC7,2,38595.9603472054
SC7,3,38596.68068066239
SC7,4,38596.66895925999
SC7,5,38596.66895925999
SC7,6,38596.66895925999
SC7,7,38596.66895925999
SC7,8,38596.66895925999
SC7,9,38596.66895925999
SC7,10,38596.66895925999
SC7,11,38596.66895925999
SC7,12,38596.66895925999
SC7,13,38596.66895925999
SC7,14,38596.66895925999
SC7,15,38596.66895925999
SC7,16,38596.66895925999
SC7,17,38596.66895925999
SC7,18,38596.66895925999
SC7,19,38596.66895925999
SC7,20,38596.66895925999
SC7,21,38596.66895925999
SC7,22,38596.66895925999
SC7,23,38596.66895925999
SC7,24,38596.66895925999
SC7,25,38596.66895925999
SC7,26,38596.66895925999
SC7,27,38596.66895925999
SC7,28,38596.66895925999
SC7,29,38596.66895925999
SC7,30,38596.66895925999
SC60,1,57426.01517608762
SC60,2,57619.29486981034
SC60,3,57623.34349399805
SC60,4,57623.42672562599
SC60,5,57623.42870733142
SC60,6,57623.42870733142
SC60,7,57623.42870733142
SC60,8,57623.42870733142
SC60,9,57623.42870733142
SC60,10,57623.42870733142
SC60,11,57623.42870733142
SC60,12,57623.42870733142
SC60,13,57623.42870733142
SC60,14,57623.42870733142
SC60,15,57623.42870733142
SC60,16,57623.42870733142
SC60,17,57623.42870733142
SC60,18,57623.42870733142
SC60,19,57623.42870733142
SC60,20,57623.42870733142
SC60,21,57623.42870733142
SC60,22,57623.42870733142
SC60,23,57623.42870733142
SC60,24,57623.42870733142
SC60,25,57623.42870733142
SC60,26,57623.42870733142
SC60,27,57623.42870733142
SC60,28,57623.42870733142
SC60,29,57623.42870733142
SC60,30,57623.42870733142
SC10,1,27279.989977180954
SC10,2,31511.135682463642
SC10,3,31518.78798305988
SC10,4,31518.60722005367
SC10,5,31518.612697720524
SC10,6,31518.612697720524
SC10,7,31518.612697720524
SC10,8,31518.612697720524
SC10,9,31518.612697720524
SC10,10,31518.612697720524
SC10,11,31518.612697720524
SC10,12,31518.612697720524
SC10,13,31518.612697720524
SC10,14,31518.612697720524
SC10,15,31518.612697720524
SC10,16,31518.612697720524
SC10,17,31518.612697720524
SC10,18,31518.612697720524
SC10,19,31518.612697720524
SC10,20,31518.612697720524
SC10,21,31518.612697720524
SC10,22,31518.612697720524
SC10,23,31518.612697720524
SC10,24,31518.612697720524
SC10,25,31518.612697720524
SC10,26,31518.612697720524
SC10,27,31518.612697720524
SC10,28,31518.612697720524
SC10,29,31518.612697720524
SC10,30,31518.612697720524
SC35,1,27992.188780546192
SC35,2,27990.334522604946
SC35,3,27990.34353977442
SC35,4,27990.3443595171
SC35,5,27990.3443595171
SC35,6,27990.3443595171
SC35,7,27990.3443595171
SC35,8,27990.3443595171
SC35,9,27990.3443595171
SC35,10,27990.3443595171
SC35,11,27990.3443595171
SC35,12,27990.3443595171
SC35,13,27990.3443595171
SC35,14,27990.3443595171
SC35,15,27990.3443595171
SC35,16,27990.3443595171
SC35,17,27990.3443595171
SC35,18,27990.3443595171
SC35,19,27990.3443595171
SC35,20,27990.3443595171
SC35,21,27990.3443595171
SC35,22,27990.3443595171
SC35,23,27990.3443595171
SC35,24,27990.3443595171
SC35,25,27990.3443595171
SC35,26,27990.3443595171
SC35,27,27990.3443595171
SC35,28,27990.3443595171
SC35,29,27990.3443595171
SC35,30,27990.3443595171
SC3,1,11785.605310022831
SC3,2,11698.276741474867
SC3,3,11702.243772864342
SC3,4,11702.064745247364
SC3,5,11702.073229968548
SC3,6,11702.072805732489
SC3,7,11702.072805732489
SC3,8,11702.072805732489
SC3,9,11702.072805732489
SC3,10,11702.072805732489
SC3,11,11702.072805732489
SC3,12,11702.072805732489
SC3,13,11702.072805732489
SC3,14,11702.072805732489
SC3,15,11702.072805732489
SC3,16,11702.072805732489
SC3,17,11702.072805732489
SC3,18,11702.072805732489
SC3,19,11702.072805732489
SC3,20,11702.072805732489
SC3,21,11702.072805732489
SC3,22,11702.072805732489
SC3,23,11702.072805732489
SC3,24,11702.072805732489
SC3,25,11702.072805732489
SC3,26,11702.072805732489
SC3,27,11702.072805732489
SC3,28,11702.072805732489
SC3,29,11702.072805732489
SC3,30,11702.072805732489
SC30,1,4658.083136975765
SC30,2,4651.079528063536
SC30,3,4651.0287745296955
SC30,4,4651.02839577198
SC30,5,4651.02839577198
SC30,6,4651.02839577198
SC30,7,4651.02839577198
SC30,8,4651.02839577198
SC30,9,4651.02839577198
SC30,10,4651.02839577198
SC30,11,4651.02839577198
SC30,12,4651.02839577198
SC30,13,4651.02839577198
SC30,14,4651.02839577198
SC30,15,4651.02839577198
SC30,16,4651.02839577198
SC30,17,4651.02839577198
SC30,18,4651.02839577198
SC30,19,4651.02839577198
SC30,20,4651.02839577198
SC30,21,4651.02839577198
SC30,22,4651.02839577198
SC30,23,4651.02839577198
SC30,24,4651.02839577198
SC30,25,4651.02839577198
SC30,26,4651.02839577198
SC30,27,4651.02839577198
SC30,28,4651.02839577198
SC30,29,4651.02839577198
SC30,30,4651.02839577198
SC55,1,4031.5114357471466
SC55,2,3829.138321697712
SC55,3,3876.1327162086964
SC55,4,3864.9499536305666
SC55,5,3867.5961894392967
SC55,6,3866.9690692722797
SC55,7,3867.1178019046783
SC55,8,3867.0824758410454
SC55,9,3867.0908121317625
SC55,10,3867.088831230998
SC55,11,3867.089326456189
SC55,12,3867.0892439186573
SC55,13,3867.0892439186573
SC55,14,3867.0892439186573
SC55,15,3867.0892439186573
SC55,16,3867.0892439186573
SC55,17,3867.0892439186573
SC55,18,3867.0892439186573
SC55,19,3867.0892439186573
SC55,20,3867.0892439186573
SC55,21,3867.0892439186573
SC55,22,3867.0892439186573
SC55,23,3867.0892439186573
SC55,24,3867.0892439186573
SC55,25,3867.0892439186573
SC55,26,3867.0892439186573
SC55,27,3867.0892439186573
SC55,28,3867.0892439186573
SC55,29,3867.0892439186573
SC55,30,3867.0892439186573
SC6,1,28684.6422239542
SC6,2,28709.608619093895
SC6,3,28707.08126628399
SC6,4,28707.336446404457
SC6,5,28707.311233997345
SC6,6,28707.313526034355
SC6,7,28707.31276202202
SC6,8,28707.31276202202
SC6,9,28707.31276202202
SC6,10,28707.31276202202
SC6,11,28707.31276202202
SC6,12,28707.31276202202
SC6,13,28707.31276202202
SC6,14,28707.31276202202
SC6,15,28707.31276202202
SC6,16,28707.31276202202
SC6,17,28707.31276202202
SC6,18,28707.31276202202
SC6,19,28707.31276202202
SC6,20,28707.31276202202
SC6,21,28707.31276202202
SC6,22,28707.31276202202
SC6,23,28707.31276202202
SC6,24,28707.31276202202
SC6,25,28707.31276202202
SC6,26,28707.31276202202
SC6,27,28707.31276202202
SC6,28,28707.31276202202
SC6,29,28707.31276202202
SC6,30,28707.31276202202
SC22,1,8415.884137153625
SC22,2,8396.85918956995
SC22,3,8397.936638891697
SC22,4,8397.875558137894
SC22,5,8397.87897258997
SC22,6,8397.878782898188
SC22,7,8397.878782898188
SC22,8,8397.878782898188
SC22,9,8397.878782898188
SC22,10,8397.878782898188
SC22,11,8397.878782898188
SC22,12,8397.878782898188
SC22,13,8397.878782898188
SC22,14,8397.878782898188
SC22,15,8397.878782898188
SC22,16,8397.878782898188
SC22,17,8397.878782898188
SC22,18,8397.878782898188
SC22,19,8397.878782898188
SC22,20,8397.878782898188
SC22,21,8397.878782898188
SC22,22,8397.878782898188
SC22,23,8397.878782898188
SC22,24,8397.878782898188
SC22,25,8397.878782898188
SC22,26,8397.878782898188
SC22,27,8397.878782898188
SC22,28,8397.878782898188
SC22,29,8397.878782898188
SC22,30,8397.878782898188
SC56,1,1955.7768947929146
SC56,2,1948.7577917128804
SC56,3,1948.915566466749
SC56,4,1948.91199246794
SC56,5,1948.9121077582242
SC56,6,1948.9121654033663
SC56,7,1948.9121077582242
SC56,8,1948.9121654033663
SC56,9,1948.9121077582242
SC56,10,1948.9121654033663
SC56,11,1948.9121077582242
SC56,12,1948.9121654033663
SC56,13,1948.9121077582242
SC56,14,1948.9121654033663
SC56,15,1948.9121077582242
SC56,16,1948.9121654033663
SC56,17,1948.9121077582242
SC56,18,1948.9121654033663
SC56,19,1948.9121077582242
SC56,20,1948.9121654033663
SC56,21,1948.9121077582242
SC56,22,1948.9121654033663
SC56,23,1948.9121077582242
SC56,24,1948.9121654033663
SC56,25,1948.9121077582242
SC56,26,1948.9121654033663
SC56,27,1948.9121077582242
SC56,28,1948.9121654033663
SC56,29,1948.9121077582242
SC56,30,1948.9121654033663
SC25,1,42120.8486493826
SC25,2,42271.260789632805
SC25,3,42269.63703846932
SC25,4,42269.653996706016
SC25,5,42269.653996706016
SC25,6,42269.653996706016
SC25,7,42269.653996706016
SC25,8,42269.653996706016
SC25,9,42269.653996706016
SC25,10,42269.653996706016
SC25,11,42269.653996706016
SC25,12,42269.653996706016
SC25,13,42269.653996706016
SC25,14,42269.653996706016
SC25,15,42269.653996706016
SC25,16,42269.653996706016
SC25,17,42269.653996706016
SC25,18,42269.653996706016
SC25,19,42269.653996706016
SC25,20,42269.653996706016
SC25,21,42269.653996706016
SC25,22,42269.653996706016
SC25,23,42269.653996706016
SC25,24,42269.653996706016
SC25,25,42269.653996706016
SC25,26,42269.653996706016
SC25,27,42269.653996706016
SC25,28,42269.653996706016
SC25,29,42269.653996706016
SC25,30,42269.653996706016
